INVERTED INDEX FOR 500 DOCUMENTS
====================================================================================================
Format: word	document_count	document_hashes
impacted	5	49997d547e4ebe5079296dbe9f5aded1,84255c85b8698a373f281ac9393d28ab,cca25aece2c08945274919fa6c14b941,eec2a1783980371f8e97071d82d429d4,f8d5b9d5f1efef4cadd56f1bcd132b75
impactful	7	1c1bcfe081209d7fa65507d2d6f4d230,1db30f1522c03ef564b72f12b99a1efb,25c2773600140de4ed6e1a9aa3bbad45,30eac631e38c10727a55dae1a85b6b55,339b663c1c7f56a85cc92a40a227cf0f,5cc6d45bd3480012d65cfc5a298ff083,9ffb775388ce7172c257ff157a7b194f
impacting	6	0cab10ffdf621c57d430c379de73fc00,148b7f254ff6d3916dea133230431320,4be79d8f210eefd73707f8c8cb9ce132,7ec366e5020adce458a4b28100e1f36c,9b3ad8921f5deec9d99eb26d5400e2a1,ef0be29f98f0c3c29a567f8d1525b002
impacts	14	148b7f254ff6d3916dea133230431320,328eb1a0d15d44ce77437321078d662b,339b663c1c7f56a85cc92a40a227cf0f,3b724e6d9bdb4158c4d6c003b7ea9718,41394b9e526be14aa15bb7ed29404bfc,712097dc3eb1c8c55094f5258d84fd98,7cdbe28bd7fd9e8622a9995715114db9,8b100ed8656f043bf84d3e8b43b56088,a51e6a97cd474c064846d7c297f4db93,af888c7fcafacf20341e8b65b67d354c,b723c0a6b322478652e00a3adc536572,ec5897469117373db12a4df05490373d,ef0be29f98f0c3c29a567f8d1525b002,fb6e726b73374ba32acf2cc3ee975e71
impairing	1	d8eaeaa4000edfff8c0c923dcd0302ab
impairments	1	05c039dde5d4a96fc7716c8d8440d8c2
impart	1	89eb4e58981b4a458992d63631d71a69
imperative	3	6b70306e81d5718e5742a584ddab6862,e6a8c147d73480c07ece3498d9401978,edf936c8d947edce4fa14c3e599082f6
imperial	3	0048e24833835dc2b606f82ee090dcbd,13aa6a118c466ac62169aacc3f3ec219,b723c0a6b322478652e00a3adc536572
imperialism	3	13aa6a118c466ac62169aacc3f3ec219,3b724e6d9bdb4158c4d6c003b7ea9718,b723c0a6b322478652e00a3adc536572
implement	16	203732ce3777ebad30ce2b7848e6e6f0,339b663c1c7f56a85cc92a40a227cf0f,44c0f829346e824487938e1e5b6538ac,82146df87c509ddaa3488179205d642b,85e357a9341b23875dc86e5cda474044,963d2d3f2962142d3e1a4fddc6f5680e,a121319582f50d66d4048868a97c202a,aaf92d0f177be659ccd6fff1f839146d,af888c7fcafacf20341e8b65b67d354c,be573d090f32a207edaa72e3c422e9f5,cca25aece2c08945274919fa6c14b941,db4a98f28ddb72fdb035a739d534afc4,e31022c04bad097ee561e95aeab7ead2,edf936c8d947edce4fa14c3e599082f6,ef0be29f98f0c3c29a567f8d1525b002,f3f0318612c9f63af07d12936e9bd0bf
implementation	19	0b547af2efad17b66221ccf0a9950110,151f22582112f5dd34c586760b3dd21f,203732ce3777ebad30ce2b7848e6e6f0,339b663c1c7f56a85cc92a40a227cf0f,3b724e6d9bdb4158c4d6c003b7ea9718,414cd626bb41ac13e414dba2ea9eb86e,4188f2130be998c0b93317959d45e87a,4be79d8f210eefd73707f8c8cb9ce132,512a9d8ae499874a9637b36f930bcfdd,7e37078417f6f6d88774ccdbd74f7a73,8b04dc79b7b86fb40b4eabbee42efd62,a121319582f50d66d4048868a97c202a,aaf92d0f177be659ccd6fff1f839146d,af888c7fcafacf20341e8b65b67d354c,c0b2f61e9bcd9d4fc97655220ba65af5,edf936c8d947edce4fa14c3e599082f6,ef0be29f98f0c3c29a567f8d1525b002,f2a7dbd010947f1c8d0f3cd91047db05,f3f0318612c9f63af07d12936e9bd0bf
implementations	3	0b547af2efad17b66221ccf0a9950110,4188f2130be998c0b93317959d45e87a,edf936c8d947edce4fa14c3e599082f6
implemented	3	30eac631e38c10727a55dae1a85b6b55,f3f0318612c9f63af07d12936e9bd0bf,f8d5b9d5f1efef4cadd56f1bcd132b75
implementing	5	0cab10ffdf621c57d430c379de73fc00,203732ce3777ebad30ce2b7848e6e6f0,c0b2f61e9bcd9d4fc97655220ba65af5,edf936c8d947edce4fa14c3e599082f6,f3f0318612c9f63af07d12936e9bd0bf
implements	1	ed45eed89251d567fd51e51a9504a089
implicated	1	ef0be29f98f0c3c29a567f8d1525b002
implication	1	339b663c1c7f56a85cc92a40a227cf0f
implications	19	172480efeaa0d98a7987f2d13ec04dba,1f284e68eb3e7db2066294c652ff60fe,339b663c1c7f56a85cc92a40a227cf0f,3b724e6d9bdb4158c4d6c003b7ea9718,4be79d8f210eefd73707f8c8cb9ce132,649ac01335e2bb1cb8ebedaf855eef03,6b70306e81d5718e5742a584ddab6862,7cdbe28bd7fd9e8622a9995715114db9,7ec366e5020adce458a4b28100e1f36c,84255c85b8698a373f281ac9393d28ab,a121319582f50d66d4048868a97c202a,aaf92d0f177be659ccd6fff1f839146d,af888c7fcafacf20341e8b65b67d354c,b723c0a6b322478652e00a3adc536572,c0617c260022183eb1cb3be16fd4a533,cca25aece2c08945274919fa6c14b941,e6a8c147d73480c07ece3498d9401978,edf936c8d947edce4fa14c3e599082f6,ef0be29f98f0c3c29a567f8d1525b002
implicit	3	7cdbe28bd7fd9e8622a9995715114db9,c0617c260022183eb1cb3be16fd4a533,edf936c8d947edce4fa14c3e599082f6
implied	1	0caa4b6819abb9a7f82ec301621b42de
implies	1	d8b7d1da246b040af25d130663e0ebc4
imply	3	267947853da0c4cabea57c11c8c1a601,3473d3e8aacec289efa0e8d2732fc1e4,e6a8c147d73480c07ece3498d9401978
import	1	0cab10ffdf621c57d430c379de73fc00
importance	18	0cab10ffdf621c57d430c379de73fc00,13aa6a118c466ac62169aacc3f3ec219,172480efeaa0d98a7987f2d13ec04dba,25c2773600140de4ed6e1a9aa3bbad45,37f5016bab7a5e9951363d67201ca1c1,3b724e6d9bdb4158c4d6c003b7ea9718,712097dc3eb1c8c55094f5258d84fd98,7ec366e5020adce458a4b28100e1f36c,84255c85b8698a373f281ac9393d28ab,9dbe16684982fa1e2575333bda9e4da7,a104a9cfd7a0eac8b7ab9493035c8fb5,af888c7fcafacf20341e8b65b67d354c,b5b87d8132a4776e7a89c633ff951c68,b723c0a6b322478652e00a3adc536572,c0b2f61e9bcd9d4fc97655220ba65af5,d18146341ed7a99e6b81ee36969d38e4,d8eaeaa4000edfff8c0c923dcd0302ab,e6a8c147d73480c07ece3498d9401978
important	69	0642832fd8b396453b6419d8e63a7189,06b01e56a9d05d52ad53c3edce680162,0cab10ffdf621c57d430c379de73fc00,0e8dba2db9df747f2b8fd57d7336db21,151f22582112f5dd34c586760b3dd21f,171f343ca16cbca4372e73d0d745210f,182e0e8b99ed00d208494749b58fae27,1c7a29c459f99ab08fbb7fa582862f2d,2186466e66233e34d9216e73e705442c,2538ca5a1dd7cec44d727d836cf64387,28f214a45422d5f358a47d19f7799de3,2d06243fd100b1eae438c310c3414df2,30eac631e38c10727a55dae1a85b6b55,310d73b8d1b4933a55c825448c14b74c,339b663c1c7f56a85cc92a40a227cf0f,3639a8292bd7a8656eecd4542aeccbc0,37f5016bab7a5e9951363d67201ca1c1,3b724e6d9bdb4158c4d6c003b7ea9718,4070701955f558e5fb4697ce39d44f65,407dad60c2b2c48f1148061097785662,414cd626bb41ac13e414dba2ea9eb86e,47ea71d9976451496b3fd62183f8c9b0,4c4763d149bbc9b8c8a87738146e892c,4ededca3102e9834504eccdeb3f34a72,512a9d8ae499874a9637b36f930bcfdd,53943b3f5b094d68120dad72b0071023,53beb92a874eca98ca4f75d82915dd07,54e83f43ba859fd7d232ec525d3950cc,5a8f569757d8de697c849f6213661cbe,5b3d191f47621ff82a870019886bcaea,614fc98344578dd1cf2ea3c7e49b419f,6668fcf920433c2ced752c0aafd95958,682fd73fbde597a6ead66718cfc5fb0e,6e92832ff8be56c61b422b05bb885a2d,712097dc3eb1c8c55094f5258d84fd98,7ec366e5020adce458a4b28100e1f36c,80f464b606c0b62f835de714c1dda5ff,82e1916229ff13f81bd8122a0fa5c7fb,84255c85b8698a373f281ac9393d28ab,86452d51615b9d3972031cdc35edd640,8935278f54f4efc190110b801b344a50,8b04dc79b7b86fb40b4eabbee42efd62,8b100ed8656f043bf84d3e8b43b56088,8bd283c5ac392610d3bf811617be53b2,9dbe16684982fa1e2575333bda9e4da7,9fc1de8a27cd8d68904c5d3ed88f9a08,aaf92d0f177be659ccd6fff1f839146d,ac24f669de9b77887d9fe85415fb85c3,af888c7fcafacf20341e8b65b67d354c,b5b87d8132a4776e7a89c633ff951c68,b723c0a6b322478652e00a3adc536572,c0b2f61e9bcd9d4fc97655220ba65af5,c7c5e369813f5d558689ef84741e6d9a,cca25aece2c08945274919fa6c14b941,d1504625502337a304af3d5e3cdbbd46,d6fae5a16ef45e8fc95503205e620fb1,d8eaeaa4000edfff8c0c923dcd0302ab,da90302c3d9bf303570ff68a5c9a34e0,dd43b1d7e17786f64c83c681616738d3,e4f48c51447d0eaeddabb81a68e48dae,e695dacd3d44a8b8e2436580e758b919,e6a8c147d73480c07ece3498d9401978,edf936c8d947edce4fa14c3e599082f6,ef0be29f98f0c3c29a567f8d1525b002,f1982c9ea16ce1942178fc31e306e022,f3f0318612c9f63af07d12936e9bd0bf,f49d97e18065d6dd2f96aac798c3d8de,f8d5b9d5f1efef4cadd56f1bcd132b75,ff825663428d986bc4ad8b7e1831756a
importantly	5	37f5016bab7a5e9951363d67201ca1c1,7cdbe28bd7fd9e8622a9995715114db9,7d3c611acca2b3fdadbd90f5d41b842c,8eb92e47c09a49200a9f0fdfe59bed94,ef0be29f98f0c3c29a567f8d1525b002
importing	1	595c1660fb0e049c950b9ac391eacb03
imposed	1	98269e06133e0b1eed0df4fd6e986768
impossible	1	b5b87d8132a4776e7a89c633ff951c68
impressed	4	42c121c96428b31e1cb4b12490931209,729e7fe6a4397c6568288eddebc36603,b807f109612c8fdf8a42d19135f3fa92,e9e24fd09e13ad1fb2ea8ec04a00732c
impression	5	235cff66c1d0ea85a2a1a79bec9f83e0,3b724e6d9bdb4158c4d6c003b7ea9718,595a50cbffb6c1f488b3f99c67a40d96,c28f54be26c8562bd3e4be07a2992e17,e49ac7b0c07dfc662bdd7421a095227c
impressions	2	06b01e56a9d05d52ad53c3edce680162,c0b2f61e9bcd9d4fc97655220ba65af5
impressive	2	06b01e56a9d05d52ad53c3edce680162,873827c0f74319fd039767cab268b8b6
improve	46	03a973e1801d86168cea38b382c80bb2,03f6f222d58c550dc3cedc1172aa5a82,095c8dc813f0718e49118b6871f23980,0cab10ffdf621c57d430c379de73fc00,171a8a3a7ddbb1032911e125b925f6de,172480efeaa0d98a7987f2d13ec04dba,1f284e68eb3e7db2066294c652ff60fe,235cff66c1d0ea85a2a1a79bec9f83e0,25c2773600140de4ed6e1a9aa3bbad45,3b724e6d9bdb4158c4d6c003b7ea9718,4188f2130be998c0b93317959d45e87a,41ad3e0f99b157092624e7c5eab0a68a,44c0f829346e824487938e1e5b6538ac,682fd73fbde597a6ead66718cfc5fb0e,6b70306e81d5718e5742a584ddab6862,6d26e6f6e76e9fc15a8087ad7d69d0c8,712097dc3eb1c8c55094f5258d84fd98,7bc6bd08502795f154a1bc3841512e50,7ec366e5020adce458a4b28100e1f36c,84f660b9467d3d02c61579c942b9843b,8b62199c5edf70fd091d80548d24503d,95697c74f3429c56bfea26d4f3cdbc2f,963d2d3f2962142d3e1a4fddc6f5680e,97754dec525618d98df849069e88d8d5,a199cabc61ce45fc04233e67d129dfc0,a83ae03131ad1278e269350096ab1a98,aaf92d0f177be659ccd6fff1f839146d,ac24f669de9b77887d9fe85415fb85c3,af280bea45f75ddf30ddc6cb0c546980,b0115929a1674192c5c191960040ff0a,c0b2f61e9bcd9d4fc97655220ba65af5,c28f54be26c8562bd3e4be07a2992e17,c2a560830a089a777e1ca6f22f20f8bb,c955c0cd31b154f2d45f2c7040978e4b,c96db28a77cd7351db4ac46b7be33a15,cba3fee7775785371ee0fdbfab2dfb14,d1504625502337a304af3d5e3cdbbd46,d6dc73f8c8f9d5da50ba52369cd560fb,d8eaeaa4000edfff8c0c923dcd0302ab,e695dacd3d44a8b8e2436580e758b919,e6a8c147d73480c07ece3498d9401978,edf936c8d947edce4fa14c3e599082f6,ef0be29f98f0c3c29a567f8d1525b002,f2a7dbd010947f1c8d0f3cd91047db05,f49d97e18065d6dd2f96aac798c3d8de,ff4c9d2effdf89aec11d3fa729de0c1d
improved	9	03a973e1801d86168cea38b382c80bb2,4070701955f558e5fb4697ce39d44f65,512a9d8ae499874a9637b36f930bcfdd,6668fcf920433c2ced752c0aafd95958,86452d51615b9d3972031cdc35edd640,975d068141281f97c439c4e736825e81,a03ec7966ef9771b99aa86f868755361,ac24f669de9b77887d9fe85415fb85c3,e6a8c147d73480c07ece3498d9401978
improvement	8	4070701955f558e5fb4697ce39d44f65,4188f2130be998c0b93317959d45e87a,47ea71d9976451496b3fd62183f8c9b0,6668fcf920433c2ced752c0aafd95958,84f660b9467d3d02c61579c942b9843b,86452d51615b9d3972031cdc35edd640,9968e5581ada8b2b05972549efa4494c,9dbe16684982fa1e2575333bda9e4da7
improvements	4	0cab10ffdf621c57d430c379de73fc00,47d4cf38c5d82ed8750c6122648419be,8b62199c5edf70fd091d80548d24503d,f3f0318612c9f63af07d12936e9bd0bf
improves	5	25c2773600140de4ed6e1a9aa3bbad45,712097dc3eb1c8c55094f5258d84fd98,b0115929a1674192c5c191960040ff0a,d8eaeaa4000edfff8c0c923dcd0302ab,f2a7dbd010947f1c8d0f3cd91047db05
improving	16	0b547af2efad17b66221ccf0a9950110,1f284e68eb3e7db2066294c652ff60fe,3302b18f4541b4f4102b9b1d21f0c6b3,3b724e6d9bdb4158c4d6c003b7ea9718,4188f2130be998c0b93317959d45e87a,47d4cf38c5d82ed8750c6122648419be,495e4598657e942ed31d5e01039156b5,512a9d8ae499874a9637b36f930bcfdd,5a5243e28c3bc215ca772578eff4996b,729e7fe6a4397c6568288eddebc36603,97754dec525618d98df849069e88d8d5,d03fedd811983808ab9cbe760082668b,e964b7c64b22a1f993dae357d17d00aa,f2a7dbd010947f1c8d0f3cd91047db05,f3f0318612c9f63af07d12936e9bd0bf,f8d5b9d5f1efef4cadd56f1bcd132b75
improvisation	2	339b663c1c7f56a85cc92a40a227cf0f,3b724e6d9bdb4158c4d6c003b7ea9718
improvisational	1	3b724e6d9bdb4158c4d6c003b7ea9718
improvisations	1	3b724e6d9bdb4158c4d6c003b7ea9718
impulse	2	1f284e68eb3e7db2066294c652ff60fe,d8eaeaa4000edfff8c0c923dcd0302ab
impulses	1	1f284e68eb3e7db2066294c652ff60fe
impunity	1	b723c0a6b322478652e00a3adc536572
imri	1	975d068141281f97c439c4e736825e81
imwut	1	649ac01335e2bb1cb8ebedaf855eef03
